1.a art.一(个)；每一(个)
3269.ring  vi.鸣；按铃 n.铃声
3270.ripe  a.熟的；时机成熟的
3271.ripen vt.使熟 vi.成熟
3272.rise  vi.起立；升起；上涨
3273.risk  n.风险，危险，冒险
3274.rival n.竞争者 a.竞争的
3275.river n.江，河，水道
3276.road  n.路，道路，公路
3277.roar  vi.吼叫；呼喊 n.吼
3278.roast vt.&vi.烤，炙，烘
3279.rob vt.&vi.抢劫；劫掠
3280.robber n.强盗，盗贼
3281.robbery  n.抢劫，劫掠，盗取
3282.robe  n.长袍，长衣，浴衣
3283.robot n.机器人；自动机
3284.rock  vt.摇，使动摇 vi.摇
3285.rock  n.岩，岩石；石头
3286.rocket n.火箭，火箭发动机
3287.rod n.杆，竿，棒
3288.role  n.角色，作用，任务
3289.roll  vi.&vt.滚动；转动
3290.roller n.滚柱，滚筒，滚轴
3291.Roman n.古罗马人 a.罗马的
3292.romantic a.浪漫的；传奇的
3293.roof  n.屋顶，车顶；顶
3294.room  n.房间；地位；余地
3295.root  n.根，根子 vi.生根
3296.rope  n.绳，索
3297.rose  n.蔷薇花，蔷薇科植物
3298.rot vt.烂，腐坏 n.腐烂
3299.rotary a.旋转的，转动的
3300.rotate vi.旋转 vt.使旋转
3301.rotation n.旋转，转动；循环
3302.rotten a.腐烂的，发臭的
3303.rough a.表面不平的；粗略的
3304.roughly  ad.粗糙地，粗略地
3305.round a.圆的 n.兜圈；一轮
3306.rouse vt.唤醒，唤起；惊起
3307.route n.路，路线，路程
3308.routine  n.例行公事 a.日常的
3309.row n.(一)排，(一)行
3310.row vt.划(船等) vi.划船
3311.royal a.王的；皇家的
3312.rub vt.摩擦，擦 vi.摩擦
3313.rubber n.橡皮(擦子)；橡胶
3314.rubbish  n.垃圾，废物；废话
3315.rude  a.加工粗糙的；粗野的
3316.rug n.小地毯；毛毯
3317.ruin  n.毁灭；废墟 vt.毁坏
3318.rule  n.统治；规定；习惯
3319.ruler n.统治者；尺，直尺
3320.rumour n.谣言，谣传，传闻
3321.run vi.跑，奔；行驶；流
3322.runner n.赛跑的人
3323.rural a.农村的，田园的
3324.rush  vi.冲，奔 vt.催促
3325.Russian  a.俄罗斯的 n.俄国人
3326.rust  n.锈 vi.生锈，氧化
3327.rusty a.生锈的；变迟钝的
3328.sack  n.袋，麻袋；开除
3329.sacred a.上帝的；神圣的
3330.sacrifice n.&vt.牺牲；南祭
3331.sad a.悲哀的，令人悲痛的
3332.saddle n.鞍子，马鞍
3333.sadly ad.悲痛地，悲哀地
3334.sadness  n.悲痛，悲哀
3335.safe  a.安全的；谨慎的
3336.safe  n.保险箱
3337.safely ad.安全地；可*地
3338.safety n.安全，保险
3339.sail  n.帆；船  vi.航行
3340.sailor n.水手，海员，水兵
3341.saint n.圣徒；基督教徒
3342.sake  n.缘故，理由
3343.salad n.色拉；莴苣，生菜
3344.salary n.薪金，薪水
3345.sale  n.卖；拍卖；销售额
3346.salesman n.售货员，推销员
3347.salt  n.盐；盐类 vt.加盐于
3348.salute n.招呼，行礼 vi.行礼
3349.same  a.同一的，相同的
3350.sample n.样品；实例，标本
3351.sand  n.沙，沙子；沙滩
3352.sandwich n.三明治 vt.夹入
3353.sandy n.沙的，含沙的
3354.satellite n.卫星；人造卫星
3355.satisfaction n.满意；快事；赔偿
3356.satisfactory a.令人满意的，良好的
3357.satisfy  vt.满足；使满意
3358.Saturday n.星期六
3359.sauce n.调味汁，酱汁
3360.saucer n.茶托，浅碟
3361.sausage  n.香肠，腊肠
3362.save  vt.救；节省；储蓄
3363.saving n.搭救；节约；存款
3364.saw n.锯子 vt.锯，锯开
3365.say vt.说；说明；比如说
3366.scale n.天平，磅秤，秤
3367.scale n.标度；比例；大小
3368.scan  vt.细看；浏览；扫描
3369.scar  n.伤疤，伤痕；创伤
3370.scarce a.缺乏的；希有的
3371.scarcely ad.仅仅；几乎不
3372.scare vt.惊吓 vi.受惊
3373.scarf n.围巾，头巾；领带
3374.scatter  vt.使消散；撒；散播
3375.scene n.发生地点；道具
3376.scenery  n.舞台布景；风景
3377.scent n.气味，香味；香水
3378.schedule n.时间表；计划表
3379.scheme n.计划，规划；诡计
3380.scholar  n.学者(尤指文学方面)
3381.scholarship n.学业成绩；奖学金
3382.school n.学校；学院；学派
3383.science  n.科学，科学研究
3384.scientific  a.科学(上)的
3385.scientist n.(自然)科学家
3386.scissors n.剪刀，剪子
3387.scold vi.责骂 vt.申斥
3388.scope n.范围；余地，机会
3389.score n.得分，比数，成绩
3390.scorn n.轻蔑；嘲笑 vt.轻蔑
3391.scout n.侦察员，侦察机
3392.scrape vt.&vi.&n.刮，擦
3393.scratch  vt.&vi.&n.搔；抓
3394.scream vi.尖叫；呼啸
3395.screen n.屏；屏幕 vt.掩蔽
3396.screw n.螺旋，螺丝 vt.拧紧
3397.sea n.海，海洋
3398.seal  n.封蜡；印记 vt.封
3399.seal  n.海豹
3400.seaman n.海员，水手；水兵
3401.seaport  n.海港，港市
3402.search vt.在…中搜寻，搜查
3403.season n.季，季节，时节
3404.seat  n.座；座部 vt.使坐下
3405.second num.第二 a.二等的
3406.second n.秒
3407.secondary a.第二的；次要的
3408.secondly ad.第二(点)；其次
3409.secret a.秘密的；隐蔽的
3410.secretary n.秘书；书记；大臣
3411.section  n.切片；一段；部门
3412.secure a.安心的；安全的
3413.security n.安全，安全感
3414.see vt.看见；遇见；看出
3415.seed  n.种(子)，籽，萌芽
3416.seek  vt.寻找，探索；试图
3417.seem  vi.好像，似乎
3418.seize vt.抓住，逮捕；夺取
3419.seldom ad.很少，不常，难得
3420.select vt.&vi.选择，挑选
3421.selection n.选择，挑选；精选物
3422.self  n.自我，自己
3423.selfish  a.自私的，利己的
3424.sell  vt.&vi.卖，销售
3425.seller n.卖者；行销货
3426.semester n.半年；学期，半学年
3427.semiconductor  n.半导体
3428.senate n.参议院，上院
3429.send  vt.送，寄发；派遣
3430.senior a.年少的；地位较高的
3431.sense n.感官；感觉；见识
3432.sensible a.感觉得到的；明智的
3433.sensitive a.敏感的；灵敏的
3434.sentence n.判决；句子 vt.宣判
3435.separate a.分离的；个别的
3436.separately  ad.分离地
3437.separation  n.分离，分开；分居
3438.September n.九月
3439.sequence n.连续，继续；次序
3440.series n.连续，系列；丛书
3441.serious  a.严肃的；认真的
3442.seriously ad.严肃地，认真地
3443.servant  n.仆人，佣人，雇工
3444.serve vt.为…服务；招待
3445.service  n.服务；行政部门
3446.session  n.会议，一段时间
3447.set vt.放；安置 vi.落
3448.setting  n.安装，调整；环境
3449.settle vt.安排；安放；调停
3450.settlement  n.解决；殖民，殖民地
3451.seven num.七，七个(人或物)
3452.seventeen num.十七，十七个
3453.seventh  num.第七；七分之一
3454.seventy  num.七十，七十个
3455.several  a.几个，数个
3456.severe a.严格的；严厉的
3457.severely ad.严厉地，严格地
3458.sew vt.缝制 vi.缝纫
3459.shade n.荫；遮光物 vi.荫蔽
3460.shadow n.阴影，阴，影子
3461.shady a.成荫的，阴凉的
3462.shake vt.摇，使震动 n.摇动
3463.shall aux.v.将要；必须；应
3464.shallow  a.浅的；浅薄的
3465.shame n.羞耻，羞愧；羞辱
3466.shampoo  vt.用洗发剂洗 n.洗头
3467.shape n.形状；情况 vt.形成
3468.share n.份；份额；股份
3469.sharp a.锋利的；敏锐的
3470.sharpen  vt.削尖，使敏锐
3471.sharply  ad.锐利地，敏锐地
3472.shave vt.剃，刮 vi.修面
3473.she pron.(主格)她
3474.shear vt.剪；剥夺 vi.剪
3475.shed  vt.流出；散发；脱落
3476.shed  n.棚，小屋；贷棚
3477.sheep n.羊，绵羊
3478.sheet n.被单；纸张；薄板
3479.shelf n.搁板，架子
3480.shell n.壳；贝壳；炮弹
3481.shelter  n.隐蔽处；掩蔽，庇护
3482.shepherd n.牧羊人，羊倌
3483.shield n.盾；防护物 vt.保护
3484.shift vt.替换，转移 n.转换
3485.shilling n.先令
3486.shine vi.照耀，发光 n.光
3487.ship  n.(大)船，海船，舰
3488.shirt n.(男式)衬衫
3489.shiver vi.颤抖，哆嗦 n.冷颤
3490.shock n.冲击；震惊 vi.震动
3491.shoe  n.鞋
3492.shoot vt.发射；射中 n.发芽
3493.shop  n.商店，店铺；车间
3494.shopkeeper  n.店主
3495.shopping n.买东西，购物
3496.shore n.滨，岸
3497.short a.短的；短期的
3498.shortage n.不足，缺少，不足额
3499.shortcoming n.短处，缺点
3500.shortly  ad.立刻；简短地
3501.shot  n.发射；弹丸；射门
3502.should aux.v.将；万一；就
3503.shoulder n.肩，肩膀；挑起
3504.shout n.&vi.呼喊，喊叫
3505.show  vt.给…看；表明
3506.shower n.阵雨；(一)阵；淋浴
3507.shriek vi.尖声喊叫 n.尖叫声
3508.shrink vi.收缩；缩小；退缩
3509.shut  vt.关上，闭上，关闭
3510.shy a.易受惊的；害羞的
3511.sick  a.有病的；恶心的
3512.sickness n.疾病
3513.side  n.边，旁边；一方
3514.sideways ad.斜着，斜向一边地
3515.sigh  n.&vi.叹气，叹息
3516.sight n.视力；见；情景
3517.sightseeing n.观光，游览
3518.sign  n.符号；招牌 n.签名
3519.signal n.信号 vi.发信号
3520.signature n.署名，签字，签名
3521.significance n.意义，意味；重要性
3522.significant n.有意义的；重要的
3523.silence  n.沉默 vt.使沉默
3524.silent a.沉默的；寂静无声的
3525.silk  n.蚕丝，丝，丝织品
3526.silly a.傻的，愚蠢的
3527.silver n.银；银子；银器
3528.similar  a.相似的，类似的
3529.similarly ad.类似地，相似地
3530.simple a.简单的；朴素的
3531.simplicity  n.简单，简易；朴素
3532.simplify vt.简化，使单纯
3533.simply ad.简单地；朴素地
3534.sin n.罪，罪孽 vi.犯罪
3535.since conj.从…以来；因为
3536.sincere  a.真诚的；真挚的
3537.sing  vi.&vt.唱，演唱
3538.singer n.歌唱家，歌手
3539.single a.单一的；独身的
3540.singular a.单一的；非凡的
3541.sink  vi.下沉；下垂；降低
3542.sir n.先生，阁下；…爵士
3543.sister n.姐妹，姐，妹
3544.sit vi.坐，就坐 vt.使坐
3545.site  n.地点，地基；场所
3546.situation n.位置；处境；形势
3547.six num.六，六个
3548.sixteen num.十六，十六个
3549.sixth num.第六；六分之一
3550.sixty num.六十，六十个
3551.size  n.大小；体积；尺码
3552.skate n.冰鞋；滑冰 vi.滑冰
3553.sketch n.略图；速写；概略
3554.ski n.滑橇 vi.滑雪
3555.skill n.技能，技巧；熟练
3556.skilled  a.有技能的，熟练的
3557.skillful a.灵巧的，娴熟的
3558.skim  vt.掠过，擦过；略读
3559.skin  n.皮；兽皮；外皮
3560.skirt n.女裙；边缘；郊区
3561.sky n.天，天空
3562.slam  vt.使劲关，砰地放下
3563.slave n.奴隶；苦工
3564.slavery  n.奴隶制度；苦役
3565.sleep n.睡眠 vi.睡 vt.睡
3566.sleepy a.想睡的；寂静的
3567.sleeve n.袖子，袖套
3568.slender  a.细长的；微薄的
3569.slice n.薄片，切片；部分
3570.slide vi.滑 vt.使滑动 n.滑
3571.slight a.细长的；轻微的
3572.slightly ad.稍微，有点
3573.slip  vi.滑跤；滑落；溜
3574.slipper  n.拖鞋，便鞋
3575.slippery a.滑的，使人滑跤的
3576.slit  n.裂缝 vt.切开，撕开
3577.slogan n.标语，口号
3578.slope n.倾斜；斜面 vi.倾斜
3579.slow  a.慢的；迟钝的
3580.slowly ad.慢慢地
3581.slum  n.贫民窟，贫民区
3582.sly a.狡猾的；躲躲闪闪的
3583.small a.小的，少的；小型的
3584.smart a.巧妙的；洒脱的
3585.smell n.嗅觉；气味 vt.嗅
3586.smile vi.微笑 n.微笑，笑容
3587.smog  n.烟雾
3588.smoke n.烟；抽烟 vi.冒烟
3589.smooth a.平滑的；平静的
3590.smoothly ad.光滑地；平稳地
3591.snake n.蛇
3592.snow  n.雪 vi.下雪
3593.snowstorm n.雪暴，暴风雪
3594.snowy a.雪的，下雪的
3595.so ad.这样；这么；非常
3596.soak  vt.浸，泡 vi.浸泡
3597.soap  n.肥皂
3598.sob vi.&n.啜泣，呜咽
3599.sober a.清醒的；适度的
3600.so-called a.所谓的，号称的
3601.soccer n.英式足球
3602.social a.社会的；社交的
3603.socialism n.社会主义
3604.socialist a.社会主义的
3605.society  n.社会；团体；社交界
3606.sock  n.短袜
3607.soda  n.碳酸钠，纯碱；汽水
3608.soft  a.软的；柔和的
3609.softly ad.柔软地；温柔地
3610.soil  n.泥土，土壤，土地
3611.soil  vt.弄脏 vi.变脏
3612.solar a.太阳的，日光的
3613.soldier  n.(陆军)士兵，军人
3614.sole  n.脚底，鞋底，袜底
3615.sole  a.单独的，唯一的
3616.solely ad.单独地，唯一地
3617.solemn a.庄严的；隆重的
3618.solid a.固体的 n.固体
3619.soluble  a.可溶的；可以解决的
3620.solution n.解决，解答；溶解
3621.solve vt.解答，解释，解决
3622.some  a.&pron.一些，若干
3623.somebody pron.某人，有人
3624.somehow  ad.由于某种原因
3625.someone  pron.某人，有人
3626.something pron.某事，某物
3627.sometime ad.在某一时候；从前
3628.sometimes ad.不时，有时
3629.somewhat pron.一点儿 ad.有点
3630.somewhere ad.在某处 n.某地
3631.son n.儿子
3632.song  n.歌唱；歌曲，歌词
3633.soon  ad.不久；早，快
3634.sophisticated  a.老于世故的；高级的
3635.sore  a.痛的；恼火的 n.疮
3636.sorrow n.悲痛，悲哀，悲伤
3637.sorry a.难过的；对不起的
3638.sort  n.种类；类别 vt.整理
3639.soul  n.灵魂；精神；人
3640.sound a.健康的；完好的
3641.sound n.声音 vi.响，发声
3642.soup  n.汤
3643.sour  a.酸的；脾气坏的
3644.source n.河的源头；根源
3645.south n.南，南方 a.南方的
3646.southeast n.东南 a.位于东南的
3647.southern a.南方的，南部的
3648.southwest n.西南 a.西南的
3649.Soviet n.苏维埃 a.苏维埃的
3650.sow vt.播(种) vi.播种
3651.space n.空间；场地；空白
3652.spacecraft  n.航天器，宇宙飞船
3653.spaceship n.航天飞船
3654.spade n.铲，铁锹
3655.span  n.跨距；一段时间
3656.Spanish  a.西班牙的n.西班牙人
3657.spare vt.节约 a.多余的
3658.spark n.火花，火星
3659.sparkle  vi.发火花 vt.使闪耀
3660.sparrow  n.麻雀
3661.speak vi.说话；发言 vt.说
3662.speaker  n.说话者；扬声器
3663.spear n.矛，枪
3664.special  a.特殊的；专门的
3665.specialist  n.专家
3666.speciality  n.专业，特长；特产
3667.specialize  vi.成为…专家；专攻
3668.specially ad.专门地，特别地
3669.specific a.特有的；具体的
3670.specify  vi.指定，详细说明
3671.specimen n.样本，标本，样品
3672.spectacle n.光景，景象；眼镜
3673.speech n.言语；演说；方言
3674.speed n.快；速率 vi.快行
3675.spell vt.拼写 vi.拼字
3676.spelling n.拼字，拼法，拼写法
3677.spend vt.用钱，花费；度过
3678.sphere n.球，圆体；范围
3679.spider n.蜘蛛
3680.spill vt.使溢出 vi.溢出
3681.spin  vt.纺；使旋转 n.旋转
3682.spirit n.精神；气魄；情绪
3683.spiritual a.精神的，心灵的
3684.spit  vi.吐 vi.吐唾沫
3685.splash vt.&n.溅，泼，飞溅
3686.splendid a.壮丽的；显著的
3687.split vt.劈开 vi.被劈开
3688.spoil vt.损坏，糟蹋；宠坏
3689.sponge n.海绵
3690.sponsor  n.发起者 vt.发起
3691.spontaneous a.自发的；本能的
3692.spoon n.匙，调羹
3693.sport n.运动；运动会
3694.sportsman n.运动员
3695.spot  n.点，斑点；地点
3696.spray n.浪花；喷雾 vt.喷
3697.spread vt.伸开；传播 n.传播
3698.spring vi.跳，跃 n.跳跃；泉
3699.spring n.春天，春季
3700.springtime  n.春季，春天
3701.sprinkle n.洒，撒；小雨
3702.spur  n.刺激物 vt.刺激
3703.spy n.间谍，特务 vt.侦察
3704.square n.正方形；广场
3705.squeeze  vt.&vi.榨，挤；压榨
3706.squirrel n.松鼠
3707.stab  vt.&vi.&n.刺，戳
3708.stability n.稳定，稳定性，巩固
3709.stable a.稳定的，不变的
3710.stable n.厩，马厩，牛棚
3711.stack n.堆，垛 vt.堆积
3712.stadium  n.露天大型运动场
3713.staff n.工作人员；参谋
3714.stage n.舞台；戏剧；阶段
3715.stain vt.沾污；给…着色
3716.stair n.楼梯
3717.staircase n.楼梯，楼梯间
3718.stake n.桩；赌金；奖品
3719.stale n.陈腐的；走了气的
3720.stamp n.戳子；邮票；标志
3721.stand vi.站；坐落 n.架，台
3722.standard n.标准 a.标准的
3723.standpoint  n.立场，观点
3724.star  n.星；恒星；明星
3725.stare vi.盯，凝视
3726.start vi.跳起；出发；开始
3727.startle  vt.使大吃一惊 n.吃惊
3728.starve vi.饿死 vt.使饿死
3729.state n.状态；国家；州
3730.state vt.陈述，说明，阐明
3731.statement n.陈述，声明
3732.statesman n.政治家，国务活动家
3733.static a.静的；静态的
3734.station  n.站，台，所，局
3735.statistical a.统计的，统计学的
3736.statue n.塑像，雕像，铸像
3737.status n.地位，身分
3738.stay  vi.停留；住 n.逗留
3739.steadily ad.稳定地，不变地
3740.steady a.稳固的 vt.使稳定
3741.steal vt.偷，窍取
3742.steam n.蒸汽 vi.蒸发 vt.蒸
3743.steamer  n.轮船，汽船
3744.steel n.钢，钢铁
3745.steep a.险峻的，陡峭的
3746.steer vt.&vi.驾驶
3747.stem  n.茎，(树)干 vi.起源
3748.step  n.(脚)步；步骤 vi.走
3749.stern a.严厉的；坚定的
3750.steward  n.乘务员，服务员
3751.stewardess  n.空中小姐，女乘务员
3752.stick n.棍，棒 vt.刺；粘贴
3753.sticky a.粘性的；胶粘的
3754.stiff a.硬的；僵直的
3755.stiffen  vt.使硬；使僵硬
3756.still a.静止的 n.寂静
3757.stimulate vt.刺激，激励，激发
3758.sting vt.刺；刺痛 vi.&n.刺
3759.stir  vt.动；拨动；激动
3760.stitch n.一针；针脚 vt.缝
3761.stock n.原料；库存品；股本
3762.stocking n.长(统)袜
3763.stomach  n.胃；肚子；食欲
3764.stone n.石，石头；宝石
3765.stony a.多石的；冷酷的
3766.stool n.凳子
3767.stoop vi.俯身；弯身 n.弯腰
3768.stop  vt.塞住；阻止；停止
3769.storage  n.贮藏；贮藏量
3770.store n.贮藏；贮存品；商店
3771.storey n.(层)楼
3772.storm n.风暴；暴(风)雨
3773.stormy a.有暴风雨的；激烈的
3774.story n.故事，小说，传说
3775.stove n.炉，火炉，电炉
3776.straight a.直的；正直的 ad.直
3777.strain vt.拉紧 vi.尽力
3778.strange  a.陌生的；奇怪的
3779.stranger n.陌生人；新来者
3780.strap n.带子 vt.捆扎
3781.strategy n.战略；策略
3782.straw n.稻草，麦杆吸管
3783.strawberry  n.草莓
3784.stream n.河；流 vi.&vt.流
3785.street n.街，街道；行车道
3786.strength n.力，力量，力气
3787.strengthen  vt.加强，巩固
3788.stress n.压力；重音 vt.着重
3789.stretch  vt.伸展 vi.伸 n.伸展
3790.strict a.严格的；严谨的
3791.strictly ad.严格地，严谨地
3792.strike vt.&vi.打，击 n.罢工
3793.string n.线，细绳；一串
3794.strip vt.剥；夺去 n.条带
3795.stripe n.条纹，条子
3796.stroke n.打，击；鸣声；中风
3797.stroke vt.&n.抚，摩，捋
3798.strong a.强壮的；擅长的
3799.strongly ad.强壮地，强烈地
3800.structural  a.结构的，构造的
3801.structure n.结构；构造 vt.建造
3802.struggle n.&vi.斗争，奋斗
3803.student  n.学生；研究生，学者
3804.study n.学习，研究 vt.学
3805.stuff n.材料 vt.装，填，塞
3806.stumble  vi.绊倒；犯错误
3807.stupid a.愚蠢的；感觉迟钝的
3808.style n.风格；文体；式样
3809.subject  n.题目；学科；主语
3810.submarine a.水下的 n.潜水艇
3811.submerge vt.浸没 vi.潜入水中
3812.submit vt.使服从 vi.服从
3813.subsequent  a.随后的，后来的
3814.substance n.物质；实质；本旨
3815.substantial a.物质的；坚固的
3816.substitute  n.代替人 vt.用…代替
3817.subtract vt.减，减去，去掉
3818.suburb n.郊区，郊外，近郊
3819.subway n.地道；地下铁路
3820.succeed  vt.继…之后 vi.成功
3821.success  n.成功，成就，胜利
3822.successful  a.成功的，结果良好的
3823.successfully ad.成功地
3824.succession  n.连续；继任，继承
3825.successive  a.连续的；接连的
3826.such  a.这样的；如此的…
3827.suck  vt.吸，吮，啜；吸收
3828.sudden a.突然的，意外的
3829.suddenly ad.突然地
3830.suffer vt.遭受；忍受；容许
3831.sufficient  a.足够的，充分的
3832.sufficiently ad.足够地，充分地
3833.sugar n.糖
3834.suggest  vt.建议；暗示，启发
3835.suggestion  n.建议，意见；暗示
3836.suit  n.起拆，诉讼 vt.适合
3837.suitable a.合适的；适宜的
3838.sulphur  n.硫(磺)，硫黄
3839.sum n.总数；金额 vi.共计
3840.summarize vt.概括，概述，总结
3841.summary  n.摘要，概要，一览
3842.summer n.夏，夏季
3843.sun n.太阳，日
3844.Sunday n.星期日，礼拜日
3845.sunlight n.日光，阳光
3846.sunny a.阳光充足的；快活的
3847.sunrise  n.日出(时分)
3848.sunset n.日落(时分)
3849.sunshine n.(直射)日光，阳光
3850.super a.极好的，超级的
3851.superficial a.表面的；肤浅的
3852.superior a.较高的；优越的
3853.supermarket n.超级市场
3854.supper n.晚饭，晚餐
3855.supplement  n.&vt.增补，补充
3856.supply vt.&n.供给，供应
3857.support  vt.支撑；支持；供养
3858.suppose  vt.猜想；假定；让
3859.supreme  a.最高的；最大的
3860.sure  a.确信的；确实的
3861.surely a.确实；稳当地
3862.surface  n.地面，表面；外表
3863.surgeon  n.外科医师；军医
3864.surgery  n.外科，外科手术
3865.surname  n.姓
3866.surprise vt.使惊奇；突然袭击
3867.surprising  a.惊人的；出人意外的
3868.surprisingly ad.惊人地
3869.surrender vt.交出 vi.投降
3870.surround vt.围，围绕，圈住
3871.surroundings n.周围的事物，环境
3872.survey vt.俯瞰；检查；测量
3873.survive  vt.幸免于 vi.活下来
3874.suspect  vt.怀疑 vi.疑心
3875.suspend  vt.吊，悬；推迟
3876.suspicion n.怀疑，疑心，猜疑
3877.sustain  vt.支撑；供养；忍受
3878.swallow  n.燕子
3879.swallow  vt.&vi.吞下，咽下
3880.swamp n.沼泽，沼泽地
3881.swan  n.天鹅
3882.swarm n.一大群 vi.密集
3883.sway  vi.摇动 vt.摇；摇动
3884.swear vt.宣(誓) vi.诅咒
3885.sweat n.汗 vi.出汗
3886.sweater  n.厚运动衫，毛线衫
3887.sweep vt.扫；刮起；扫过
3888.sweet a.甜的；愉快的
3889.swell vi.膨胀；隆起；增长
3890.swift a.快的；反应快的
3891.swim  vi.游，游泳；眼花
3892.swing vi.摇摆；回转 n.摇摆
3893.Swiss a.瑞士的 n.瑞士人
3894.switch n.开关；转换 vt.转换
3895.sword n.剑，刀
3896.symbol n.象征；符号，记号
3897.sympathetic a.同情的；和谐的
3898.sympathize  vi.同情；同感，共鸣
3899.sympathy n.同情；一致，同感
3900.synthetic a.综合的；合成的
3901.system n.系统，体系；制度
3902.systematical a.有系统的；有计划的 
3903.table n.桌子；餐桌；项目表
3904.tablet n.碑，匾；药片
3905.tag n.附加语；标签
3906.tail  n.尾巴；末尾部分
3907.tailor n.裁缝 vt.裁制衣服
3908.take  vt.拿；抓；拿走；吃
3909.tale  n.故事，传说
3910.talent n.天才；才能；人才
3911.talk  vi.讲话 vt.谈论
3912.tall  n.高的，身材高的
3913.tame  a.驯服的；顺从的
3914.tan n.棕褐色 a.棕黄色的
3915.tank  n.坦克；大容器，槽
3916.tap vt.&vi.&n.轻叩
3917.tap n.塞子；龙头 vt.开发
3918.tape  n.线带；磁带，录音带
3919.target n.靶，标的；目标
3920.task n.任务，工作，作业
3921.taste vt.尝；尝到 n.味觉
3922.tax n.税，税款；负担
3923.taxi  n.出租汽车
3924.tea n.茶；茶叶；茶树
3925.teach vt.讲；教育 vt.教书
3926.teacher  n.教师，老师，先生
3927.teaching n.教学，讲授；教导
3928.team  n.队，组
3929.tear  n.眼泪，泪珠
3930.tear  vt.撕开，撕裂
3931.technical a.技术的，工艺的
3932.technician  n.技术员，技师
3933.technique n.技术，技巧；技能
3934.technology  n.工艺学，工艺，技术
3935.tedious  a.冗长乏味的，沉闷的
3936.teenager n.青少年
3937.telegram n.电报
3938.telegraph n.电报机；电报
3939.telephone n.电话 vi.打电话
3940.telescope n.望远镜
3941.television  n.电视；电视机
3942.tell  vt.讲述；吩咐；辨别
3943.temper n.韧度；心情，情绪
3944.temperature n.温度；体温
3945.temple n.圣堂，神殿，庙宇
3946.temporary a.暂时的，临时的
3947.tempt vt.引诱，诱惑；吸引
3948.temptation  n.诱惑，引诱
3949.ten num.十，十个
3950.tenant n.承担人，房客，佃户
3951.tend  vt.照管，照料，护理
3952.tend  vi.走向，趋向；倾向
3953.tendency n.趋向，趋势，倾向
3954.tender a.嫩的；脆弱的
3955.tennis n.网球，网球运动
3956.tense n.时态，时
3957.tense a.拉紧的，绷紧的
3958.tent  n.帐篷
3959.tenth num.第十；十分之一
3960.term  n.期；学期；条件；词
3961.terminal a.末端的 n.末端
3962.terrible a.可怕的；极度的
3963.terrific a.可怕的；极大的
3964.territory n.领土，版图；领域
3965.terror n.恐怖，惊骇
3966.test  n.&vt.试验；检验
3967.text  n.原文，本文；课文
3968.textbook n.课本，教科书
3969.textile  n.纺织品 a.纺织的
3970.than  conj.(比较级)比
3971.thank vt.谢谢，感谢 n.感谢
3972.that  a.那 pron.那 ad.那样
3973.the art.(定冠词)这，那
3974.theatre  n.戏院；戏剧；教室
3975.their pron.他(她、它)们的
3976.theirs pron.他(她)们的东西
3977.them  pron.(宾格)他们
3978.themselves  pron.他们自己
3979.then  ad.当时；然后；那么
3980.theoretical a.理论(上)的
3981.theory n.理论；学说；意见
3982.there ad.在那里；在那点上
3983.thereby  ad.因此，从而，由此
3984.therefore ad.因此，所以
3985.thermometer n.温度计，寒暑表
3986.these a.&pron.这些
3987.they  pron.(主格)他(她)们
3988.thick a.厚的；密的；浓
3989.thickness n.厚(度)；密(度)
3990.thief n.窃贼，偷窃犯
3991.thin  a.薄的；淡的 vi.变薄
3992.thing n.物；用品；事；情况
3993.think vt.想；想要；认为
3994.third num.第三；三分之一
3995.thirdly  ad.第三
3996.thirst n.渴，口渴；渴望
3997.thirsty  a.渴的；渴望的
3998.thirteen num.十三，十三个
3999.thirty num.三十，三十个
4000.this  a.这；今 pron.这
4001.thorn n.刺，棘；荆棘；蒺藜
4002.thorough a.彻底的；详尽的
4003.those pron.那些
4004.though conj.虽然 ad.可是
4005.thought  n.思想；思维；想法
4006.thoughtful  a.沉思的；体贴的
4007.thousand num.千，千个 n.无数
4008.thread n.线；丝；螺纹；头绪
4009.threat n.威胁，恐吓，凶兆
4010.threaten vt.&vi.威胁，恐吓
4011.three num.三，三个
4012.thrill n.一阵激动
4013.thrive vi.兴旺，繁荣，旺盛
4014.throat n.咽喉，喉咙；嗓音
4015.throne n.宝座，御座；王位
4016.throng n.群，人群 vt.挤满
4017.through  prep.穿过ad.从头到尾
4018.throughout  prep.遍及 ad.到处
4019.throw vt.投，掷，抛，扔
4020.thrust vt.插，刺 n.插；讽刺
4021.thumb n.(大)拇指
4022.thunder  n.雷 vi.打雷 vt.吼出
4023.Thursday n.星期四
4024.thus  ad.如此，这样；因而
4025.tick  n.滴答声；记号
4026.ticket n.票，券；纲领；传票
4027.tide  n.潮，潮汐；潮流
4028.tidy  a.整洁的；整齐的
4029.tie n.领带；联系 vt.系
4030.tiger n.虎
4031.tight a.紧的；紧身的
4032.till  prep.conj.直到…为止
4033.timber n.木材，木料
4034.time  n.时间；时机；次，回
4035.timetable n.时间表，时刻表
4036.timid a.胆怯的；羞怯的
4037.tin n.锡；罐头
4038.tiny  a.微小的，极小的
4039.tip n.梢，末端，尖，尖端
4040.tip vt.轻击 vi.给小费
4041.tire  vi.疲劳，累；厌倦
4042.tired a.疲劳的；厌倦的
4043.tissue n.薄绢；薄纸；组织
4044.title n.标题，题目；称号
